Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Menzberg;6125;00;Willisau;1151;LU;7.991930691248074;47.052318708938024;de;2008-07-01
Daiwil;6126;00;Willisau;1151;LU;8.010914050294154;47.09825471819962;de;2008-07-01
Willisau;6130;00;Willisau;1151;LU;7.981224001610051;47.11423685766437;de;2008-07-01
Rohrmatt;6132;00;Willisau;1151;LU;7.984423171444389;47.07466130890435;de;2008-07-01
Hergiswil b. Willisau;6133;00;Willisau;1151;LU;7.948854852718595;47.09739478262885;de;2008-07-01
Gettnau;6142;00;Willisau;1151;LU;7.970336053607167;47.13834178297731;de;2008-07-01
Ohmstal;6143;00;Willisau;1151;LU;7.969945520548584;47.148377692880736;de;2008-07-01
Zell LU;6144;00;Willisau;1151;LU;7.927416168039038;47.1178291050208;de;2008-07-01
Hofstatt;6154;00;Willisau;1151;LU;7.9278620178238155;47.10069344156392;de;2008-07-01
Luthern;6156;00;Willisau;1151;LU;7.928075588526781;47.088374020116284;de;2008-07-01
Alberswil;6248;00;Willisau;1151;LU;8.002916949766336;47.13661990746177;de;2008-07-01
Altdorf UR;6460;00;Altdorf (UR);1201;UR;8.641248018360283;46.887620694470385;de;2008-07-01
Andermatt;6490;00;Andermatt;1202;UR;8.614341781894069;46.617458112490944;de;2008-07-01
Engelberg;6390;00;Attinghausen;1203;UR;8.507928934473432;46.8120484527046;de;2008-07-01
Attinghausen;6468;00;Attinghausen;1203;UR;8.606035050391789;46.85676665589915;de;2008-07-01
Muotathal;6436;00;Bürglen (UR);1205;UR;8.750714789104531;46.91722023627938;de;2008-07-01
Bisisthal;6436;02;Bürglen (UR);1205;UR;8.810306501867624;46.92748978952606;de;2008-07-01
Altdorf UR;6460;00;Bürglen (UR);1205;UR;8.644252539708928;46.869170620270566;de;2008-07-01
Bürglen UR;6463;00;Bürglen (UR);1205;UR;8.685465525334854;46.89034952041555;de;2008-07-01
Spiringen;6464;00;Bürglen (UR);1205;UR;8.698240043203706;46.87120142354186;de;2008-07-01
Haldi b. Schattdorf;6469;00;Bürglen (UR);1205;UR;8.685285478856894;46.86063668171385;de;2008-07-01
Erstfeld;6472;00;Erstfeld;1206;UR;8.60100752351293;46.812715235010806;de;2008-07-01
Flüelen;6454;00;Flüelen;1207;UR;8.647313227362;46.918895532716135;de;2008-07-01
Altdorf UR;6460;00;Flüelen;1207;UR;8.651527087579518;46.91055840841531;de;2008-07-01
Göschenen;6487;00;Göschenen;1208;UR;8.518231783828853;46.66757711401538;de;2008-07-01
Silenen;6473;00;Gurtnellen;1209;UR;8.654614189488028;46.79158595748356;de;2008-07-01
Amsteg;6474;00;Gurtnellen;1209;UR;8.65345183103936;46.77893625859516;de;2008-07-01
Intschi;6476;00;Gurtnellen;1209;UR;8.646099352626472;46.76764243211257;de;2008-07-01
Gurtnellen;6482;00;Gurtnellen;1209;UR;8.635502376907656;46.72803733061339;de;2008-07-01
Hospental;6493;00;Hospental;1210;UR;8.558583043340127;46.60920462308344;de;2008-07-01
Isenthal;6461;00;Isenthal;1211;UR;8.5264524951539;46.88327502799206;de;2008-07-01
Realp;6491;00;Realp;1212;UR;8.47251810935745;46.576901275816326;de;2008-07-01
Schattdorf;6467;00;Schattdorf;1213;UR;8.653774039792477;46.85696187232379;de;2008-07-01
Haldi b. Schattdorf;6469;00;Schattdorf;1213;UR;8.688554405013761;46.84766493533476;de;2008-07-01
Seedorf UR;6462;00;Seedorf (UR);1214;UR;8.5883686615476;46.887577036748304;de;2008-07-01
Bauen;6466;00;Seedorf (UR);1214;UR;8.576794399460002;46.931185598451606;de;2008-07-01
Seelisberg;6377;00;Seelisberg;1215;UR;8.569573064479227;46.97109847311563;de;2008-07-01
Rütli;6441;02;Seelisberg;1215;UR;8.592606304885429;46.969195953014726;de;2008-07-01
Erstfeld;6472;00;Silenen;1216;UR;8.678547727815076;46.81475693449071;de;2008-07-01
Silenen;6473;00;Silenen;1216;UR;8.691997276526445;46.801934586958374;de;2008-07-01
Amsteg;6474;00;Silenen;1216;UR;8.670558882614623;46.77333220930641;de;2008-07-01
Bristen;6475;00;Silenen;1216;UR;8.752042097067557;46.77140259736737;de;2008-07-01
Intschi;6476;00;Silenen;1216;UR;8.6576017523807;46.758332842207246;de;2008-07-01
Sisikon;6452;00;Sisikon;1217;UR;8.637443844501774;46.94200702960629;de;2008-07-01
Riemenstalden;6452;02;Sisikon;1217;UR;8.685992824349599;46.938350214581256;de;2008-07-01
Spiringen;6464;00;Spiringen;1218;UR;8.73748770619011;46.87356599410752;de;2008-07-01
Urnerboden;8751;00;Spiringen;1218;UR;8.908058541423975;46.88001141731339;de;2008-07-01
Bisisthal;6436;02;Unterschächen;1219;UR;8.821026502191781;46.900037839245826;de;2008-07-01
Unterschächen;6465;00;Unterschächen;1219;UR;8.782210161852966;46.85272677373664;de;2008-07-01
Wassen UR;6484;00;Wassen;1220;UR;8.599243862480607;46.70115974571609;de;2008-07-01
Meien;6485;00;Wassen;1220;UR;8.51641203542456;46.73149967222993;de;2008-07-01
Bennau;8836;00;Einsiedeln;1301;SZ;8.716792398332554;47.14960742260462;de;2008-07-01
Einsiedeln;8840;00;Einsiedeln;1301;SZ;8.736917650822978;47.13349858707876;de;2008-07-01
Trachslau;8840;02;Einsiedeln;1301;SZ;8.729887657256208;47.101347142331036;de;2008-07-01
Gross;8841;00;Einsiedeln;1301;SZ;8.762075954215728;47.094848473646095;de;2008-07-01
Euthal;8844;00;Einsiedeln;1301;SZ;8.84282166918082;47.092636962589815;de;2008-07-01
Willerzell;8846;00;Einsiedeln;1301;SZ;8.817029356791583;47.132033080584044;de;2008-07-01
Egg SZ;8847;00;Einsiedeln;1301;SZ;8.779056252376007;47.16214887206689;de;2008-07-01
Rigi Scheidegg;6410;05;Gersau;1311;SZ;8.519080031667645;47.02649753335345;de;2008-07-01
Gersau;6442;00;Gersau;1311;SZ;8.532863469693558;47.007314816270686;de;2008-07-01
Wollerau;8832;00;Feusisberg;1321;SZ;8.712784557261585;47.186091682543875;de;2008-07-01
Schindellegi;8834;00;Feusisberg;1321;SZ;8.705886177243661;47.174238542650016;de;2008-07-01
Feusisberg;8835;00;Feusisberg;1321;SZ;8.758298525212764;47.17938483965897;de;2008-07-01
Bennau;8836;00;Feusisberg;1321;SZ;8.711516678869422;47.15668153990127;de;2008-07-01
Egg SZ;8847;00;Feusisberg;1321;SZ;8.756304196072362;47.17295440503299;de;2008-07-01
Hurden;8640;03;Freienbach;1322;SZ;8.797425241780287;47.21328516779692;de;2008-07-01
Bäch SZ;8806;00;Freienbach;1322;SZ;8.738257599374958;47.203886827179765;de;2008-07-01
Freienbach;8807;00;Freienbach;1322;SZ;8.754883806728563;47.20187658172504;de;2008-07-01
Pfäffikon SZ;8808;00;Freienbach;1322;SZ;8.783796950976484;47.19068391651775;de;2008-07-01
Wollerau;8832;00;Freienbach;1322;SZ;8.75236262622957;47.19588910747981;de;2008-07-01
Wilen b. Wollerau;8832;02;Freienbach;1322;SZ;8.73469422836902;47.19498039518412;de;2008-07-01
Bäch SZ;8806;00;Wollerau;1323;SZ;8.717650029813786;47.200613922830286;de;2008-07-01
Wollerau;8832;00;Wollerau;1323;SZ;8.707307165847851;47.189824603298284;de;2008-07-01
Samstagern;8833;00;Wollerau;1323;SZ;8.689213595684759;47.188965529526094;de;2008-07-01
Schindellegi;8834;00;Wollerau;1323;SZ;8.69260482433164;47.17507243888551;de;2008-07-01
Merlischachen;6402;00;Küssnacht (SZ);1331;SZ;8.40601292942282;47.07052672713732;de;2008-07-01
Küssnacht am Rigi;6403;00;Küssnacht (SZ);1331;SZ;8.447481980332519;47.0844896116036;de;2008-07-01
Immensee;6405;00;Küssnacht (SZ);1331;SZ;8.46833235940706;47.10564846922372;de;2008-07-01
Willerzell;8846;00;Altendorf;1341;SZ;8.824980519182155;47.14948545366965;de;2008-07-01
Altendorf;8852;00;Altendorf;1341;SZ;8.82546564537733;47.17256688706469;de;2008-07-01
Lachen SZ;8853;00;Galgenen;1342;SZ;8.862109289944224;47.18538116443705;de;2008-07-01
Siebnen;8854;00;Galgenen;1342;SZ;8.884598041009198;47.15319276031157;de;2008-07-01
Galgenen;8854;02;Galgenen;1342;SZ;8.868909367248875;47.17008382786635;de;2008-07-01
Innerthal;8858;00;Innerthal;1343;SZ;8.920695214213719;47.055081316834126;de;2008-07-01
Lachen SZ;8853;00;Lachen;1344;SZ;8.858091119293434;47.19313083376726;de;2008-07-01
Reichenburg;8864;00;Reichenburg;1345;SZ;8.975637045781717;47.159442250374724;de;2008-07-01
Siebnen;8854;00;Schübelbach;1346;SZ;8.921659971960116;47.14859493464827;de;2008-07-01
Wangen SZ;8855;00;Schübelbach;1346;SZ;8.910991595033108;47.18402564747529;de;2008-07-01
Schübelbach;8862;00;Schübelbach;1346;SZ;8.928841187820703;47.17337456708292;de;2008-07-01
Buttikon SZ;8863;00;Schübelbach;1346;SZ;8.946700914698903;47.16890687705351;de;2008-07-01
Uznach;8730;00;Tuggen;1347;SZ;8.968888135881809;47.21375848476236;de;2008-07-01
Wangen SZ;8855;00;Tuggen;1347;SZ;8.912107909578179;47.19158711998184;de;2008-07-01
Tuggen;8856;00;Tuggen;1347;SZ;8.939423298485732;47.20046757180857;de;2008-07-01
Vorderthal;8857;00;Vorderthal;1348;SZ;8.89469176019967;47.12555664334595;de;2008-07-01
Lachen SZ;8853;00;Wangen (SZ);1349;SZ;8.86244467490916;47.2023543178504;de;2008-07-01
Siebnen;8854;00;Wangen (SZ);1349;SZ;8.894941941620397;47.18095331597968;de;2008-07-01
Wangen SZ;8855;00;Wangen (SZ);1349;SZ;8.893057247442766;47.19562323221957;de;2008-07-01
Schwyz;6430;00;Alpthal;1361;SZ;8.691241159193586;47.05612709877275;de;2008-07-01
Oberiberg;8843;00;Alpthal;1361;SZ;8.720423027921564;47.02391675920086;de;2008-07-01
Alpthal;8849;00;Alpthal;1361;SZ;8.71541783947099;47.056354080860736;de;2008-07-01
Walchwil;6318;00;Arth;1362;SZ;8.523389525288987;47.089874608857805;de;2008-07-01
Rigi Kaltbad;6356;00;Arth;1362;SZ;8.502824578041917;47.03424553169242;de;2008-07-01
Goldau;6410;00;Arth;1362;SZ;8.54063250942185;47.04762426431345;de;2008-07-01
Rigi Klösterli;6410;02;Arth;1362;SZ;8.496561369619421;47.04322536384387;de;2008-07-01
Rigi Staffel;6410;03;Arth;1362;SZ;8.476540568058628;47.04996664045767;de;2008-07-01
Rigi Kulm;6410;04;Arth;1362;SZ;8.489295412277825;47.05735206945298;de;2008-07-01
Oberarth;6414;00;Arth;1362;SZ;8.537546067718573;47.05566621217178;de;2008-07-01
Arth;6415;00;Arth;1362;SZ;8.546223511925335;47.07355835836907;de;2008-07-01
Steinerberg;6416;00;Arth;1362;SZ;8.566565448511263;47.0673695003601;de;2008-07-01
Illgau;6434;00;Illgau;1363;SZ;8.735711952452641;46.997396063125024;de;2008-07-01
Seewen SZ;6423;00;Ingenbohl;1364;SZ;8.603594260237303;47.01611629257144;de;2008-07-01
Brunnen;6440;00;Ingenbohl;1364;SZ;8.615433515569952;46.99439438751858;de;2008-07-01
Lauerz;6424;00;Lauerz;1365;SZ;8.578882992189133;47.02645602566216;de;2008-07-01
Stoos SZ;6433;00;Morschach;1366;SZ;8.663793613591976;46.96980570552877;de;2008-07-01
Brunnen;6440;00;Morschach;1366;SZ;8.611550403708993;46.976723332786946;de;2008-07-01
Morschach;6443;00;Morschach;1366;SZ;8.629722077524846;46.98362914219084;de;2008-07-01
Sisikon;6452;00;Morschach;1366;SZ;8.627719201510818;46.95537281841987;de;2008-07-01
Stoos SZ;6433;00;Muotathal;1367;SZ;8.695067665348576;46.98189681429279;de;2008-07-01
Muotathal;6436;00;Muotathal;1367;SZ;8.763885683128217;46.96041331156595;de;2008-07-01
Bisisthal;6436;02;Muotathal;1367;SZ;8.877981792181997;46.92995830991816;de;2008-07-01
Ried (Muotathal);6436;03;Muotathal;1367;SZ;8.70705309534251;46.981324574939265;de;2008-07-01
Klöntal;8750;03;Muotathal;1367;SZ;8.897493885288425;47.01668742764619;de;2008-07-01
Unteriberg;8842;00;Oberiberg;1368;SZ;8.824058575584404;47.01462527335103;de;2008-07-01
Oberiberg;8843;00;Oberiberg;1368;SZ;8.764215566460821;47.03376528092565;de;2008-07-01
Riemenstalden;6452;02;Riemenstalden;1369;SZ;8.706247345664426;46.93942816112327;de;2008-07-01
Rothenthurm;6418;00;Rothenthurm;1370;SZ;8.67720067428471;47.097051265636296;de;2008-07-01
Morgarten;6315;03;Sattel;1371;SZ;8.650216873701696;47.09962156052492;de;2008-07-01
Sattel;6417;00;Sattel;1371;SZ;8.627492951052327;47.08129746132347;de;2008-07-01
Rothenthurm;6418;00;Sattel;1371;SZ;8.652591805173763;47.09568530698225;de;2008-07-01
Steinen;6422;00;Sattel;1371;SZ;8.611931731979245;47.06761266199765;de;2008-07-01
Sattel;6417;00;Schwyz;1372;SZ;8.662566615563312;47.06151573125536;de;2008-07-01
Seewen SZ;6423;00;Schwyz;1372;SZ;8.634102395754196;47.03577469386788;de;2008-07-01
Schwyz;6430;00;Schwyz;1372;SZ;8.666313866833466;47.028240627936796;de;2008-07-01
Rickenbach b. Schwyz;6432;00;Schwyz;1372;SZ;8.69664442109034;47.01040695104916;de;2008-07-01
Ibach;6438;00;Schwyz;1372;SZ;8.647297583996693;47.00177079884822;de;2008-07-01
Unteriberg;8842;00;Schwyz;1372;SZ;8.772441385404267;47.00266270566474;de;2008-07-01
Oberiberg;8843;00;Schwyz;1372;SZ;8.742362651052128;47.01721674465913;de;2008-07-01
Steinen;6422;00;Steinen;1373;SZ;8.610028370935021;47.052255879113844;de;2008-07-01
Steinerberg;6416;00;Steinerberg;1374;SZ;8.580146471784134;47.064955830656835;de;2008-07-01
Unteriberg;8842;00;Unteriberg;1375;SZ;8.799880219195328;47.056794945231594;de;2008-07-01
Euthal;8844;00;Unteriberg;1375;SZ;8.85034251298905;47.07236208068416;de;2008-07-01
Studen SZ;8845;00;Unteriberg;1375;SZ;8.85618291508006;47.03577081374903;de;2008-07-01
Pilatus Kulm;6010;02;Alpnach;1401;OW;8.25554011360271;46.97928908011653;de;2008-07-01
Alpnachstad;6053;00;Alpnach;1401;OW;8.287919994781824;46.965828627392135;de;2008-07-01
Alpnach Dorf;6055;00;Alpnach;1401;OW;8.210996037985996;46.95036105239456;de;2008-07-01
Kerns;6064;00;Alpnach;1401;OW;8.280829088294569;46.926512745247514;de;2008-07-01
Grafenort;6388;00;Engelberg;1402;OW;8.371228859933915;46.86216261944062;de;2008-07-01
Engelberg;6390;00;Engelberg;1402;OW;8.433525409983474;46.81660810746156;de;2008-07-01
Giswil;6074;00;Giswil;1403;OW;8.120645958622326;46.83639344415531;de;2008-07-01
Sörenberg;6174;00;Giswil;1403;OW;8.064772626303574;46.80029029747112;de;2008-07-01
Kerns;6064;00;Kerns;1404;OW;8.302257639124727;46.906470112505104;de;2008-07-01
St. Niklausen OW;6066;00;Kerns;1404;OW;8.301305558352544;46.87316374849239;de;2008-07-01
Melchtal;6067;00;Kerns;1404;OW;8.298229094028153;46.82500966429691;de;2008-07-01
Melchsee-Frutt;6068;00;Kerns;1404;OW;8.296508343521124;46.78243963439679;de;2008-07-01
Lungern;6078;00;Lungern;1405;OW;8.191111349626992;46.786819527404035;de;2008-07-01
Bürglen OW;6078;02;Lungern;1405;OW;8.159070656712373;46.81160203841741;de;2008-07-01
Melchtal;6067;00;Sachseln;1406;OW;8.286260827281767;46.83838215153872;de;2008-07-01
Sachseln;6072;00;Sachseln;1406;OW;8.244751409329373;46.82266381272788;de;2008-07-01
Flüeli-Ranft;6073;00;Sachseln;1406;OW;8.259063450626378;46.8752554345745;de;2008-07-01
Giswil;6074;00;Sachseln;1406;OW;8.195295841165438;46.84541437710171;de;2008-07-01
Kägiswil;6056;00;Sarnen;1407;OW;8.247753280598372;46.916922116133954;de;2008-07-01
Sarnen;6060;00;Sarnen;1407;OW;8.250527243666458;46.90128547404101;de;2008-07-01
Ramersberg;6060;02;Sarnen;1407;OW;8.22109027322553;46.90436026193077;de;2008-07-01
Wilen (Sarnen);6062;00;Sarnen;1407;OW;8.209209088174527;46.873451499380785;de;2008-07-01
Stalden (Sarnen);6063;00;Sarnen;1407;OW;8.163063023507759;46.8994941280412;de;2008-07-01
Beckenried;6375;00;Beckenried;1501;NW;8.477159607312855;46.92764563701716;de;2008-07-01
Emmetten;6376;00;Beckenried;1501;NW;8.484188858277681;46.952668548680386;de;2008-07-01
Buochs;6374;00;Buochs;1502;NW;8.417380710529288;46.96371865802821;de;2008-07-01
Dallenwil;6383;00;Dallenwil;1503;NW;8.383363098786692;46.9228288959611;de;2008-07-01
Wiesenberg;6383;03;Dallenwil;1503;NW;8.358854151674064;46.923289329906424;de;2008-07-01
Wirzweli;6383;04;Dallenwil;1503;NW;8.366785790047942;46.910810838307476;de;2008-07-01
Emmetten;6376;00;Emmetten;1504;NW;8.521066147453018;46.94321810242953;de;2008-07-01
Seelisberg;6377;00;Emmetten;1504;NW;8.558723804130357;46.97360568162183;de;2008-07-01
Obbürgen;6363;00;Ennetbürgen;1505;NW;8.390916766051141;46.99261747642814;de;2008-07-01
Bürgenstock;6363;02;Ennetbürgen;1505;NW;8.39659566069551;46.9957525102599;de;2008-07-01
Ennetbürgen;6373;00;Ennetbürgen;1505;NW;8.403921761079982;46.98754944063003;de;2008-07-01
Buochs;6374;00;Ennetbürgen;1505;NW;8.415462637640916;46.97942643960581;de;2008-07-01
Stansstad;6362;00;Ennetmoos;1506;NW;8.330051099459856;46.96506766079923;de;2008-07-01
Stans;6370;00;Ennetmoos;1506;NW;8.342716167330245;46.96152957416872;de;2008-07-01
Ennetmoos;6372;00;Ennetmoos;1506;NW;8.318536258085098;46.943055775845224;de;2008-07-01
Kriens;6010;00;Hergiswil (NW);1507;NW;8.252522357189633;46.990417542706695;de;2008-07-01
Eigenthal;6013;00;Hergiswil (NW);1507;NW;8.223931627158159;46.98481744781189;de;2008-07-01
Hergiswil NW;6052;00;Hergiswil (NW);1507;NW;8.278786406016238;46.98605754736956;de;2008-07-01
Stans;6370;00;Oberdorf (NW);1508;NW;8.37468667362557;46.95728890182144;de;2008-07-01
Oberdorf NW;6370;41;Oberdorf (NW);1508;NW;8.389308627905448;46.95147107744232;de;2008-07-01
Buochs;6374;00;Oberdorf (NW);1508;NW;8.405645146264948;46.956198667062445;de;2008-07-01
Büren NW;6382;00;Oberdorf (NW);1508;NW;8.411483862142399;46.941137631469445;de;2008-07-01
Niederrickenbach;6383;02;Oberdorf (NW);1508;NW;8.436007665593788;46.93170574385744;de;2008-07-01
Stansstad;6362;00;Stans;1509;NW;8.351879983646194;46.97050933644358;de;2008-07-01
Stans;6370;00;Stans;1509;NW;8.364881458496235;46.95580466229686;de;2008-07-01
Ennetmoos;6372;00;Stans;1509;NW;8.348632484756518;46.956502222258656;de;2008-07-01
Ennetbürgen;6373;00;Stans;1509;NW;8.387455785438966;46.97665683617936;de;2008-07-01
Stansstad;6362;00;Stansstad;1510;NW;8.341307036801176;46.97344856947133;de;2008-07-01
Obbürgen;6363;00;Stansstad;1510;NW;8.370251779514705;46.984831712282634;de;2008-07-01
Fürigen;6363;01;Stansstad;1510;NW;8.351005739186684;46.98220523750859;de;2008-07-01
Bürgenstock;6363;02;Stansstad;1510;NW;8.374677587622314;46.99589194167603;de;2008-07-01
Kehrsiten;6365;00;Stansstad;1510;NW;8.36615909564942;46.99465621072936;de;2008-07-01
Dallenwil;6383;00;Wolfenschiessen;1511;NW;8.395347172140271;46.930088512333654;de;2008-07-01
Niederrickenbach;6383;02;Wolfenschiessen;1511;NW;8.439387721099427;46.91893177433874;de;2008-07-01
Wolfenschiessen;6386;00;Wolfenschiessen;1511;NW;8.379087172629555;46.89576814800289;de;2008-07-01
Oberrickenbach;6387;00;Wolfenschiessen;1511;NW;8.439861177360589;46.87798279603744;de;2008-07-01
Grafenort;6388;00;Wolfenschiessen;1511;NW;8.348622316623041;46.86011483263598;de;2008-07-01
Engelberg;6390;00;Wolfenschiessen;1511;NW;8.361527841901063;46.80887517468135;de;2008-07-01
Näfels;8752;00;Glarus Nord;1630;GL;9.010832725978558;47.08208344668125;de;2008-07-01
Mollis;8753;00;Glarus Nord;1630;GL;9.09166366976582;47.09578208516812;de;2008-07-01
Netstal;8754;00;Glarus Nord;1630;GL;9.066618874827125;47.06972354487086;de;2008-07-01
Filzbach;8757;00;Glarus Nord;1630;GL;9.119638183241916;47.1089771536826;de;2008-07-01
Obstalden;8758;00;Glarus Nord;1630;GL;9.155289505445277;47.07211698893078;de;2008-07-01
Bilten;8865;00;Glarus Nord;1630;GL;9.009276748900346;47.152296103263005;de;2008-07-01
Ziegelbrücke;8866;00;Glarus Nord;1630;GL;9.056305483398392;47.135599974256586;de;2008-07-01
Niederurnen;8867;00;Glarus Nord;1630;GL;9.015106261558612;47.12910784558827;de;2008-07-01
Oberurnen;8868;00;Glarus Nord;1630;GL;9.03393397680826;47.11519585977017;de;2008-07-01
Weesen;8872;00;Glarus Nord;1630;GL;9.094577601587767;47.12595374052485;de;2008-07-01
Mühlehorn;8874;00;Glarus Nord;1630;GL;9.166955954324468;47.10259465626158;de;2008-07-01
Glarus;8750;00;Glarus Süd;1631;GL;9.075480027632448;47.028318570992454;de;2008-07-01
Ennenda;8755;00;Glarus Süd;1631;GL;9.07775925568146;47.02881470013343;de;2008-07-01
Mitlödi;8756;00;Glarus Süd;1631;GL;9.090588299380288;47.01463256900956;de;2008-07-01
Schwanden GL;8762;00;Glarus Süd;1631;GL;9.099645099735191;46.96720525755017;de;2008-07-01
Schwändi b. Schwanden;8762;02;Glarus Süd;1631;GL;9.057423828879802;47.012684462953374;de;2008-07-01
Sool;8762;03;Glarus Süd;1631;GL;9.116889930628778;47.009031304960224;de;2008-07-01
Engi;8765;00;Glarus Süd;1631;GL;9.170457004755512;46.99852885082457;de;2008-07-01
Matt;8766;00;Glarus Süd;1631;GL;9.185332424796183;46.95904422198057;de;2008-07-01
Elm;8767;00;Glarus Süd;1631;GL;9.147173986623988;46.90346007490285;de;2008-07-01
Nidfurn;8772;00;Glarus Süd;1631;GL;9.045698790153663;46.987960011812376;de;2008-07-01
Haslen GL;8773;00;Glarus Süd;1631;GL;9.071345393079513;46.96483384848999;de;2008-07-01
Leuggelbach;8774;00;Glarus Süd;1631;GL;9.031662837100649;46.97955740245405;de;2008-07-01
Luchsingen;8775;01;Glarus Süd;1631;GL;8.998687553222876;46.98016826741806;de;2008-07-01
Hätzingen;8775;02;Glarus Süd;1631;GL;9.047533462244244;46.96168888055044;de;2008-07-01
Diesbach GL;8777;00;Glarus Süd;1631;GL;9.049104394038073;46.9482798391493;de;2008-07-01
Betschwanden;8777;02;Glarus Süd;1631;GL;9.0536691817258;46.93025117094892;de;2008-07-01
Rüti GL;8782;00;Glarus Süd;1631;GL;9.019934874871222;46.93243124916029;de;2008-07-01
Linthal;8783;00;Glarus Süd;1631;GL;8.972413078618164;46.87054856461402;de;2008-07-01
Braunwald;8784;00;Glarus Süd;1631;GL;8.98687314387805;46.94218150334564;de;2008-07-01
Glarus;8750;00;Glarus;1632;GL;9.055929706395572;47.038952366942986;de;2008-07-01
Riedern;8750;02;Glarus;1632;GL;9.041211157126625;47.049559729948676;de;2008-07-01
